id	path	line	level	target_role	disposition	heading
STD-0663	TOOLING-STANDARDS.md	70	3	workflow	split	History Cleanup Enforcement (Advisory Only)
STD-0664	TOOLING-STANDARDS.md	83	3	workflow	split	Performance Tips
STD-0665	TOOLING-STANDARDS.md	90	3	workflow	split	Persisted Artifact Validation Hooks
STD-0666	TOOLING-STANDARDS.md	107	2	workflow	split	EditorConfig
STD-0667	TOOLING-STANDARDS.md	109	3	workflow	split	Purpose
STD-0668	TOOLING-STANDARDS.md	113	3	workflow	split	Standard Configuration
STD-0669	TOOLING-STANDARDS.md	118	1	workflow	split	.editorconfig
STD-0670	TOOLING-STANDARDS.md	129	1	workflow	split	Web files typically use 2-space indent
STD-0671	TOOLING-STANDARDS.md	133	1	workflow	split	Markdown needs trailing whitespace for line breaks
STD-0672	TOOLING-STANDARDS.md	137	1	workflow	split	Makefiles require tabs
STD-0673	TOOLING-STANDARDS.md	142	3	workflow	split	Key Settings
STD-0674	TOOLING-STANDARDS.md	153	2	workflow	split	Linting Strategy
STD-0675	TOOLING-STANDARDS.md	155	3	workflow	split	Language-Agnostic Principles
STD-0676	TOOLING-STANDARDS.md	162	3	workflow	split	Common Linter Categories
STD-0677	TOOLING-STANDARDS.md	171	3	workflow	split	TypeScript/JavaScript: ESLint 9+ (Flat Config) + Prettier
STD-0678	TOOLING-STANDARDS.md	212	4	workflow	split	Common Flat Config Pitfalls
STD-0679	TOOLING-STANDARDS.md	234	3	workflow	split	TypeScript Strict Mode
STD-0680	TOOLING-STANDARDS.md	254	3	workflow	split	Custom Rules for Architecture
STD-0681	TOOLING-STANDARDS.md	275	2	workflow	split	Formatting
STD-0682	TOOLING-STANDARDS.md	277	3	workflow	split	Principle: Format on Save
STD-0683	TOOLING-STANDARDS.md	289	3	workflow	split	Principle: Check in CI
STD-0684	TOOLING-STANDARDS.md	294	1	workflow	split	Prettier check mode
STD-0685	TOOLING-STANDARDS.md	297	1	workflow	split	Exit code 1 if files would change
STD-0686	TOOLING-STANDARDS.md	300	3	workflow	split	Format vs. Lint
STD-0687	TOOLING-STANDARDS.md	314	2	workflow	split	CI Integration
STD-0688	TOOLING-STANDARDS.md	316	3	workflow	split	Quality Gates Are Mandatory
STD-0689	TOOLING-STANDARDS.md	337	3	workflow	split	Prefer Failure Aggregation Over Fail-Fast
STD-0690	TOOLING-STANDARDS.md	357	3	workflow	split	Tiered CI Execution
STD-0691	TOOLING-STANDARDS.md	388	3	workflow	split	Lint Debt Ratchet (When Full Lint Is Temporarily Non-Blocking)
STD-0692	TOOLING-STANDARDS.md	396	3	workflow	split	CI Performance Standards
STD-0693	TOOLING-STANDARDS.md	512	3	workflow	split	Recommended CI Workflow
STD-0694	TOOLING-STANDARDS.md	515	1	workflow	split	.github/workflows/ci.yml
STD-0695	TOOLING-STANDARDS.md	688	3	workflow	split	CI vs. Local Checks
STD-0696	TOOLING-STANDARDS.md	699	2	workflow	split	Directory Validation
STD-0697	TOOLING-STANDARDS.md	701	3	workflow	split	README Enforcement
STD-0698	TOOLING-STANDARDS.md	747	3	workflow	split	PR Template Enforcement
STD-0699	TOOLING-STANDARDS.md	759	2	workflow	split	Dependency Auditing
STD-0700	TOOLING-STANDARDS.md	766	2	workflow	split	Tool Installation Checklist
STD-0701	TOOLING-STANDARDS.md	768	3	workflow	split	Minimum Setup
STD-0702	TOOLING-STANDARDS.md	775	3	workflow	split	Commands to Add
STD-0703	TOOLING-STANDARDS.md	800	2	workflow	split	Bypassing Hooks (Emergency Only)
STD-0704	languages/README.md	1	1	router	replace	Language-Specific Standards
STD-0705	languages/README.md	7	2	router	replace	Languages
STD-0706	languages/rust/RUST-API-STANDARDS.md	1	1	language-profile	refine	Rust API Standards
STD-0707	languages/rust/RUST-API-STANDARDS.md	6	2	language-profile	refine	Correct-By-Construction Policy
STD-0708	languages/rust/RUST-API-STANDARDS.md	29	2	language-profile	refine	Parse, Do Not Re-Validate
STD-0709	languages/rust/RUST-API-STANDARDS.md	71	2	language-profile	refine	Crate Roles
STD-0710	languages/rust/RUST-API-STANDARDS.md	95	2	language-profile	refine	Module Layout
STD-0711	languages/rust/RUST-API-STANDARDS.md	129	2	language-profile	refine	Result, Option, Panic
STD-0712	languages/rust/RUST-API-STANDARDS.md	148	2	language-profile	refine	`unwrap` And `expect`
STD-0713	languages/rust/RUST-API-STANDARDS.md	164	2	language-profile	refine	Public Contract Traits
STD-0714	languages/rust/RUST-API-STANDARDS.md	181	2	language-profile	refine	Parameter Ergonomics
STD-0715	languages/rust/RUST-API-STANDARDS.md	193	2	language-profile	refine	Feature Contracts
STD-0716	languages/rust/RUST-API-STANDARDS.md	222	2	language-profile	refine	Documentation
STD-0717	languages/rust/RUST-ASYNC-STANDARDS.md	1	1	language-profile	refine	Rust Async Standards
STD-0718	languages/rust/RUST-ASYNC-STANDARDS.md	6	2	language-profile	refine	Sync Core, Async Shell
STD-0719	languages/rust/RUST-ASYNC-STANDARDS.md	39	2	language-profile	refine	Runtime Boundaries
STD-0720	languages/rust/RUST-ASYNC-STANDARDS.md	52	2	language-profile	refine	Task Lifecycle
STD-0721	languages/rust/RUST-ASYNC-STANDARDS.md	94	2	language-profile	refine	Graceful Shutdown
STD-0722	languages/rust/RUST-ASYNC-STANDARDS.md	113	2	language-profile	refine	Blocking Work
STD-0723	languages/rust/RUST-ASYNC-STANDARDS.md	123	2	language-profile	refine	Mutex Selection
STD-0724	languages/rust/RUST-ASYNC-STANDARDS.md	140	2	language-profile	refine	Cancellation Safety
STD-0725	languages/rust/RUST-ASYNC-STANDARDS.md	155	2	language-profile	refine	Observability
STD-0726	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	1	1	language-profile	refine	Rust Cross-Platform Standards
STD-0727	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	6	2	language-profile	refine	Target Policy
STD-0728	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	20	2	language-profile	refine	Keep `cfg()` In Thin Platform Modules
STD-0729	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	72	2	language-profile	refine	Acceptable Inline `cfg()` Exception
STD-0730	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	99	2	language-profile	refine	Verification
STD-0731	languages/rust/RUST-DEPENDENCY-STANDARDS.md	1	1	language-profile	refine	Rust Dependency Standards
STD-0732	languages/rust/RUST-DEPENDENCY-STANDARDS.md	6	2	language-profile	refine	Before Adding A Crate
STD-0733	languages/rust/RUST-DEPENDENCY-STANDARDS.md	11	1	language-profile	refine	How many transitive deps does this crate bring?
STD-0734	languages/rust/RUST-DEPENDENCY-STANDARDS.md	14	1	language-profile	refine	Is it already in the tree as a transitive dep?
STD-0735	languages/rust/RUST-DEPENDENCY-STANDARDS.md	27	2	language-profile	refine	Workspace Dependency Inheritance
STD-0736	languages/rust/RUST-DEPENDENCY-STANDARDS.md	34	1	language-profile	refine	Cargo.toml (workspace root)
STD-0737	languages/rust/RUST-DEPENDENCY-STANDARDS.md	39	1	language-profile	refine	member/Cargo.toml
STD-0738	languages/rust/RUST-DEPENDENCY-STANDARDS.md	48	2	language-profile	refine	Feature Selection
STD-0739	languages/rust/RUST-DEPENDENCY-STANDARDS.md	53	1	language-profile	refine	BAD: Pulling in everything
STD-0740	languages/rust/RUST-DEPENDENCY-STANDARDS.md	58	1	language-profile	refine	GOOD: Only what is used
STD-0741	languages/rust/RUST-DEPENDENCY-STANDARDS.md	92	2	language-profile	refine	Tree Inspection
STD-0742	languages/rust/RUST-DEPENDENCY-STANDARDS.md	98	1	language-profile	refine	Full tree
STD-0743	languages/rust/RUST-DEPENDENCY-STANDARDS.md	101	1	language-profile	refine	Direct deps only
STD-0744	languages/rust/RUST-DEPENDENCY-STANDARDS.md	104	1	language-profile	refine	Who depends on a specific crate?
STD-0745	languages/rust/RUST-DEPENDENCY-STANDARDS.md	107	1	language-profile	refine	Total unique deps for one workspace member
STD-0746	languages/rust/RUST-DEPENDENCY-STANDARDS.md	110	1	language-profile	refine	Find duplicate versions of the same crate
STD-0747	languages/rust/RUST-DEPENDENCY-STANDARDS.md	114	2	language-profile	refine	Auditing
STD-0748	languages/rust/RUST-DEPENDENCY-STANDARDS.md	133	1	language-profile	refine	Replace <crate> and <path> with the dependency and source directory.
STD-0749	languages/rust/RUST-DEPENDENCY-STANDARDS.md	141	2	language-profile	refine	Build-Time Cost
STD-0750	languages/rust/RUST-DEPENDENCY-STANDARDS.md	146	1	language-profile	refine	Build timing per crate
STD-0751	languages/rust/RUST-DEPENDENCY-STANDARDS.md	149	1	language-profile	refine	Count transitive deps per workspace member
STD-0752	languages/rust/RUST-INTEROP-STANDARDS.md	1	1	language-profile	refine	Rust Interop Standards
STD-0753	languages/rust/RUST-INTEROP-STANDARDS.md	6	2	language-profile	refine	Validate Before Unsafe Access
STD-0754	languages/rust/RUST-INTEROP-STANDARDS.md	37	2	language-profile	refine	Copy Foreign Buffers Immediately
STD-0755	languages/rust/RUST-INTEROP-STANDARDS.md	51	2	language-profile	refine	Unsafe Isolation
STD-0756	languages/rust/RUST-INTEROP-STANDARDS.md	73	2	language-profile	refine	Callback Thread Contracts
STD-0757	languages/rust/RUST-INTEROP-STANDARDS.md	86	2	language-profile	refine	Serde Wire-Format Alignment
STD-0758	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	1	1	language-profile	split	Rust Language Bindings Standards
STD-0759	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	9	2	language-profile	split	Three-Layer Architecture
STD-0760	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	35	3	language-profile	split	Rules
STD-0761	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	44	3	language-profile	split	Workspace Layout
STD-0762	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	53	1	language-profile	split	Exclude crates that need foreign runtimes from default test
STD-0763	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	84	2	language-profile	split	Product-Native Artifact Model
STD-0764	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	99	3	language-profile	split	Rules
STD-0765	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	112	3	language-profile	split	Example Release Layout
STD-0766	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	123	3	language-profile	split	Rationale
STD-0767	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	129	3	language-profile	split	Compatibility Notes
STD-0768	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	141	2	language-profile	split	Binding Surface Policy
STD-0769	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	147	3	language-profile	split	Rules
STD-0770	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	172	3	language-profile	split	Support Tier Guidance
STD-0771	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	180	3	language-profile	split	Surface Review Questions
STD-0772	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	192	2	language-profile	split	FFI Wrapper Design
STD-0773	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	194	3	language-profile	split	Wrapper Type Conventions
STD-0774	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	233	3	language-profile	split	When to Annotate Core Types Directly
STD-0775	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	256	3	language-profile	split	From/Into Implementation Pattern
STD-0776	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	278	2	language-profile	split	Error Handling Across FFI
STD-0777	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	297	3	language-profile	split	Rules
STD-0778	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	332	2	language-profile	split	Host-Language Callbacks and Event Delivery
STD-0779	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	337	3	language-profile	split	Event Sink Bridges
STD-0780	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	403	3	language-profile	split	Callback-Based Task Execution
STD-0781	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	425	3	language-profile	split	Composite Executors
STD-0782	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	454	2	language-profile	split	Code Generation Strategy
STD-0783	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	456	3	language-profile	split	Single Source of Truth
STD-0784	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	477	3	language-profile	split	Annotation Approach
STD-0785	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	491	3	language-profile	split	Generation Commands
STD-0786	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	497	1	language-profile	split	Build the shared library
STD-0787	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	500	1	language-profile	split	Generate Python bindings
STD-0788	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	505	1	language-profile	split	Generate C# bindings (community bindgen)
STD-0789	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	521	2	language-profile	split	Build System Organization
STD-0790	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	523	3	language-profile	split	Feature Flags for Optional Binding Support
STD-0791	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	530	1	language-profile	split	mylib-core/Cargo.toml
STD-0792	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	539	3	language-profile	split	cdylib Configuration
STD-0793	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	544	1	language-profile	split	mylib-uniffi/Cargo.toml
STD-0794	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	560	2	language-profile	split	Type Mapping Rules
STD-0795	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	562	3	language-profile	split	FFI-Safe Type Inventory
STD-0796	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	580	3	language-profile	split	Conversion Strategy Decision Matrix
STD-0797	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	590	3	language-profile	split	Enum Representation
STD-0798	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	600	2	language-profile	split	Memory Ownership Model
STD-0799	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	626	3	language-profile	split	Rules
STD-0800	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	650	2	language-profile	split	Async Bridging
STD-0801	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	691	2	language-profile	split	Testing Strategy
STD-0802	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	714	3	language-profile	split	Rules
STD-0803	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	722	3	language-profile	split	Conversion Test Example
STD-0804	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	745	3	language-profile	split	NIF Pure-Logic Separation
STD-0805	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	783	2	language-profile	split	Choosing a Binding Approach
STD-0806	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	794	3	language-profile	split	Rules
STD-0807	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	806	2	language-profile	split	Versioning and Compatibility
STD-0808	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	808	3	language-profile	split	Rules
STD-0809	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	818	3	language-profile	split	Version Export
STD-0810	languages/rust/RUST-RELEASE-STANDARDS.md	1	1	language-profile	refine	Rust Release Standards
STD-0811	languages/rust/RUST-RELEASE-STANDARDS.md	6	2	language-profile	refine	Toolchain Pinning
STD-0812	languages/rust/RUST-RELEASE-STANDARDS.md	11	1	language-profile	refine	rust-toolchain.toml
STD-0813	languages/rust/RUST-RELEASE-STANDARDS.md	21	2	language-profile	refine	Cargo.toml Metadata
STD-0814	languages/rust/RUST-RELEASE-STANDARDS.md	47	2	language-profile	refine	Publish Control
STD-0815	languages/rust/RUST-RELEASE-STANDARDS.md	64	2	language-profile	refine	Workspace Version Management
STD-0816	languages/rust/RUST-RELEASE-STANDARDS.md	69	1	language-profile	refine	Workspace root Cargo.toml
STD-0817	languages/rust/RUST-RELEASE-STANDARDS.md	77	1	language-profile	refine	Member crate Cargo.toml
STD-0818	languages/rust/RUST-RELEASE-STANDARDS.md	90	2	language-profile	refine	cargo-release
STD-0819	languages/rust/RUST-RELEASE-STANDARDS.md	96	1	language-profile	refine	release.toml (workspace root)
STD-0820	languages/rust/RUST-RELEASE-STANDARDS.md	111	2	language-profile	refine	Rust Release Checklist
STD-0821	languages/rust/RUST-SECURITY-STANDARDS.md	1	1	language-profile	refine	Rust Security Standards
STD-0822	languages/rust/RUST-SECURITY-STANDARDS.md	7	2	language-profile	refine	Path Validation
STD-0823	languages/rust/RUST-SECURITY-STANDARDS.md	33	2	language-profile	refine	Checked Arithmetic At Boundaries
STD-0824	languages/rust/RUST-SECURITY-STANDARDS.md	48	2	language-profile	refine	Bounded Queues
STD-0825	languages/rust/RUST-SECURITY-STANDARDS.md	71	2	language-profile	refine	Network Listener Limits
STD-0826	languages/rust/RUST-SECURITY-STANDARDS.md	106	2	language-profile	refine	Panic Policy
STD-0827	languages/rust/RUST-STANDARDS.md	1	1	language-router	replace	Rust Standards
STD-0828	languages/rust/RUST-STANDARDS.md	9	2	language-router	replace	Documents
STD-0829	languages/rust/RUST-STANDARDS.md	24	2	language-router	replace	Relationship To Generic Standards
STD-0830	languages/rust/RUST-STANDARDS.md	42	2	language-router	replace	Default Rust Position
STD-0831	languages/rust/RUST-TOOLING-STANDARDS.md	1	1	language-profile	split	Rust Tooling Standards
STD-0832	languages/rust/RUST-TOOLING-STANDARDS.md	6	2	language-profile	split	Required Baseline Verification
STD-0833	languages/rust/RUST-TOOLING-STANDARDS.md	24	2	language-profile	split	Workspace Lints
STD-0834	languages/rust/RUST-TOOLING-STANDARDS.md	50	2	language-profile	split	Required Criterion Benchmarks
STD-0835	languages/rust/RUST-TOOLING-STANDARDS.md	96	2	language-profile	split	Optional `cargo nextest`
STD-0836	languages/rust/RUST-TOOLING-STANDARDS.md	125	2	language-profile	split	Optional Feature Matrix Checks
STD-0837	languages/rust/RUST-TOOLING-STANDARDS.md	160	2	language-profile	split	Compile-Fail Tests
STD-0838	languages/rust/RUST-TOOLING-STANDARDS.md	174	2	language-profile	split	Property-Based Tests
STD-0839	languages/rust/RUST-TOOLING-STANDARDS.md	206	2	language-profile	split	Rust Test Style
STD-0840	languages/rust/RUST-TOOLING-STANDARDS.md	221	2	language-profile	split	Recommended Rust Tools
STD-0841	languages/rust/RUST-TOOLING-STANDARDS.md	240	2	language-profile	split	Build Scripts
STD-0842	languages/rust/RUST-TOOLING-STANDARDS.md	259	2	language-profile	split	`no_std` And Embedded-Compatible Crates
STD-0843	languages/rust/RUST-UNSAFE-STANDARDS.md	1	1	language-profile	refine	Rust Unsafe Standards
STD-0844	languages/rust/RUST-UNSAFE-STANDARDS.md	6	2	language-profile	refine	Default Policy
STD-0845	languages/rust/RUST-UNSAFE-STANDARDS.md	37	2	language-profile	refine	Isolation Rules
STD-0846	languages/rust/RUST-UNSAFE-STANDARDS.md	52	2	language-profile	refine	Unsafe Exception Checklist
STD-0847	languages/rust/RUST-UNSAFE-STANDARDS.md	65	2	language-profile	refine	Unsafe Verification Matrix
STD-0848	languages/rust/RUST-UNSAFE-STANDARDS.md	84	2	language-profile	refine	Feature-Gated Unsafe Paths
STD-0849	prompts/full-codebase-standards-refactor.md	1	2	workflow	decide-versioning	Intent
STD-0850	prompts/full-codebase-standards-refactor.md	7	2	workflow	decide-versioning	Artifact Rules
STD-0851	prompts/full-codebase-standards-refactor.md	16	2	workflow	decide-versioning	Process
STD-0852	prompts/implement-plan.md	1	2	workflow	decide-versioning	Intent
STD-0853	prompts/implement-plan.md	8	2	workflow	decide-versioning	Standards
STD-0854	prompts/implement-plan.md	18	2	workflow	decide-versioning	Preflight
STD-0855	prompts/implement-plan.md	35	2	workflow	decide-versioning	Process
STD-0856	prompts/implement-plan.md	50	2	workflow	decide-versioning	Concurrent Workers
STD-0857	prompts/implement-plan.md	67	2	workflow	decide-versioning	Unexpected Issues
STD-0858	prompts/implement-plan.md	78	2	workflow	decide-versioning	Completion
STD-0859	templates/PLAN-TEMPLATE.md	1	1	workflow	align	Plan: [Short Title]
STD-0860	templates/PLAN-TEMPLATE.md	3	2	workflow	align	Objective
STD-0861	templates/PLAN-TEMPLATE.md	7	2	workflow	align	Scope
STD-0862	templates/PLAN-TEMPLATE.md	9	3	workflow	align	In Scope
STD-0863	templates/PLAN-TEMPLATE.md	14	3	workflow	align	Out of Scope
STD-0864	templates/PLAN-TEMPLATE.md	19	2	workflow	align	Inputs
STD-0865	templates/PLAN-TEMPLATE.md	21	3	workflow	align	Problem
STD-0866	templates/PLAN-TEMPLATE.md	25	3	workflow	align	Constraints
STD-0867	templates/PLAN-TEMPLATE.md	30	3	workflow	align	Assumptions
STD-0868	templates/PLAN-TEMPLATE.md	35	3	workflow	align	Dependencies
STD-0869	templates/PLAN-TEMPLATE.md	40	3	workflow	align	Risks
STD-0870	templates/PLAN-TEMPLATE.md	46	3	workflow	align	Simplicity / Complection Review
STD-0871	templates/PLAN-TEMPLATE.md	56	2	workflow	align	Clarifying Questions (Only If Needed)
STD-0872	templates/PLAN-TEMPLATE.md	64	2	workflow	align	Definition of Done
STD-0873	templates/PLAN-TEMPLATE.md	69	2	workflow	align	Milestones
STD-0874	templates/PLAN-TEMPLATE.md	74	3	workflow	align	Milestone 1: [Name]
STD-0875	templates/PLAN-TEMPLATE.md	88	3	workflow	align	Milestone 2: [Name]
STD-0876	templates/PLAN-TEMPLATE.md	102	2	workflow	align	Execution Notes
STD-0877	templates/PLAN-TEMPLATE.md	108	2	workflow	align	Commit Cadence Notes
STD-0878	templates/PLAN-TEMPLATE.md	115	2	workflow	align	Optional Subagent Assignment
STD-0879	templates/PLAN-TEMPLATE.md	123	2	workflow	align	Re-Plan Triggers
STD-0880	templates/PLAN-TEMPLATE.md	128	2	workflow	align	Recommendations (Only If Better Option Exists)
STD-0881	templates/PLAN-TEMPLATE.md	133	2	workflow	align	Completion Summary
STD-0882	templates/PLAN-TEMPLATE.md	135	3	workflow	align	Completed
STD-0883	templates/PLAN-TEMPLATE.md	140	3	workflow	align	Deviations
STD-0884	templates/PLAN-TEMPLATE.md	144	3	workflow	align	Follow-Ups
STD-0885	templates/PLAN-TEMPLATE.md	148	3	workflow	align	Verification Summary
STD-0886	templates/PLAN-TEMPLATE.md	153	3	workflow	align	Traceability Links
STD-0887	templates/PLAN-TEMPLATE.md	159	2	workflow	align	Brevity Note
STD-0888	templates/PULL_REQUEST_TEMPLATE.md	1	2	reference	align	Summary
STD-0889	templates/PULL_REQUEST_TEMPLATE.md	5	2	reference	align	Decision Traceability (Required)
STD-0890	templates/PULL_REQUEST_TEMPLATE.md	7	3	reference	align	Problem
STD-0891	templates/PULL_REQUEST_TEMPLATE.md	10	3	reference	align	Constraints
STD-0892	templates/PULL_REQUEST_TEMPLATE.md	13	3	reference	align	Decision
STD-0893	templates/PULL_REQUEST_TEMPLATE.md	16	3	reference	align	Alternatives Rejected
STD-0894	templates/PULL_REQUEST_TEMPLATE.md	20	3	reference	align	Invariants Impacted
STD-0895	templates/PULL_REQUEST_TEMPLATE.md	23	3	reference	align	Simplicity Review
STD-0896	templates/PULL_REQUEST_TEMPLATE.md	29	3	reference	align	Revisit Triggers
STD-0897	templates/PULL_REQUEST_TEMPLATE.md	33	3	reference	align	Traceability Links
STD-0898	templates/PULL_REQUEST_TEMPLATE.md	37	2	reference	align	Checklist
STD-0899	templates/README-TEMPLATE.md	1	1	reference	split	[Directory Name]
STD-0900	templates/README-TEMPLATE.md	5	2	reference	split	Purpose
STD-0901	templates/README-TEMPLATE.md	12	2	reference	split	Contents
STD-0902	templates/README-TEMPLATE.md	22	2	reference	split	Problem
STD-0903	templates/README-TEMPLATE.md	27	2	reference	split	Constraints
STD-0904	templates/README-TEMPLATE.md	35	2	reference	split	Decision
STD-0905	templates/README-TEMPLATE.md	39	2	reference	split	Alternatives Rejected
STD-0906	templates/README-TEMPLATE.md	52	2	reference	split	Invariants
STD-0907	templates/README-TEMPLATE.md	59	2	reference	split	Revisit Triggers
STD-0908	templates/README-TEMPLATE.md	72	2	reference	split	Dependencies
STD-0909	templates/README-TEMPLATE.md	74	3	reference	split	Internal
STD-0910	templates/README-TEMPLATE.md	80	3	reference	split	External
STD-0911	templates/README-TEMPLATE.md	86	2	reference	split	Related ADRs
STD-0912	templates/README-TEMPLATE.md	94	2	reference	split	Usage Examples
STD-0913	templates/README-TEMPLATE.md	104	2	reference	split	API Consumer Contract
STD-0914	templates/README-TEMPLATE.md	117	2	reference	split	Structured Producer Contract
STD-0915	templates/README-TEMPLATE.md	133	2	reference	split	Testing
STD-0916	templates/README-TEMPLATE.md	141	2	reference	split	Notes
