candidate_id	checker	line	column	matcher	operator	numeric_literals	expression	source_fingerprint	source_text
numeric-4dd6d5d9f6104d2ba3c8f301af5d8955add302b2033a5897a46000e60d694419	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	42	37	symbolic-numeric	>	1	NR > 1	ccde8dd91a818d6ebd0fe4946108630df6378559af3015206d145d1bb3799a34	"mapfile -t callers < <(awk -F '\t' 'NR > 1 { print $1 }' ""$C"" | sort)"
numeric-0c83bc6feb900bd00c60ad143611a8c4ad50d9ba2f1306144208428513b05e26	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	43	4	shell-numeric	-gt	0	"""${#callers[@]}"" -gt 0"	0888f4864ade5cbe7a85babbd9b5220f165a09ed59f68177ab2cb47131d5fceb	"[[ ""${#callers[@]}"" -gt 0 ]]"
numeric-76a2f01a16dabf5b801824ac422c569e0fc7092cda2122ccf137f5f3c90a9336	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	44	20	symbolic-numeric	>	1	NR > 1	d427e48406b1403e46aca5b230cffc50c0dab64952a040994936422bf5ae640b	"[[ ""$(awk -F '\t' 'NR > 1 && ($2 != ""evaluation/standards-effectiveness/verify-contract-ownership.sh"" || NF != 2) { n++ } END { print n+0 }' ""$C"")"" -eq 0 ]]"
numeric-60eb2c471e84c173171a0980f7c3acb833695c760de7cf1879b5326a5a114b33	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	44	106	symbolic-numeric	!=	2	NF != 2	d427e48406b1403e46aca5b230cffc50c0dab64952a040994936422bf5ae640b	"[[ ""$(awk -F '\t' 'NR > 1 && ($2 != ""evaluation/standards-effectiveness/verify-contract-ownership.sh"" || NF != 2) { n++ } END { print n+0 }' ""$C"")"" -eq 0 ]]"
numeric-a3ded85d7858d0d2cbb128403afe614d2a7d335eca4b4258cadb0d1a86d3d6d4	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	44	145	shell-numeric	-eq	0	""")"" -eq 0"	d427e48406b1403e46aca5b230cffc50c0dab64952a040994936422bf5ae640b	"[[ ""$(awk -F '\t' 'NR > 1 && ($2 != ""evaluation/standards-effectiveness/verify-contract-ownership.sh"" || NF != 2) { n++ } END { print n+0 }' ""$C"")"" -eq 0 ]]"
numeric-45cbc291cc272d5182d4c113ef88c2918a149326811287caf5010b92ef4ed894	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	61	20	symbolic-numeric	==	35	$1 == 35	f0cfd45d1c86802609dfc0e69bd2a18c8c4b943b2efaccfdede078c6e7ce3528	"[[ ""$(awk -F '\t' '$1 == 35 { print $6 FS $7 FS $8 }' ""$S/milestone-7-execution-train.tsv"")"" == $'STANDARDS-ROUTER.md\texists\tfinal-closure' ]]"
numeric-7bbd2a8f41a91dcd95a6eca6199dbf61f84efcc28ffa8a7eb5432140998ec540	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	62	20	symbolic-numeric	==	35	$1 == 35	19d09bb87cb10162b92bd4e7a87c0b45eb9e027ee14c15bde5f66b9f9898e9da	"[[ ""$(awk -F '\t' '$1 == 35 { print $8 }' ""$S/milestone-7-accelerated-packages.tsv"")"" == full-suite ]]"
numeric-63e0acba71e2589f8aba58710670d92f069b0ae7a766bf2911d6527ab8df69ea	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	69	34	symbolic-numeric	>	1	NR > 1	78b295d5b49264d668d888fe1d8d26570fb3c458433186463a38a6905a55d721	"dependency_count=""$(awk -F '\t' 'NR > 1 { n++ } END { print n+0 }' ""$A"")"" consumer_count=""$(awk -F '\t' 'NR > 1 { n++ } END { print n+0 }' ""$M"")"""
numeric-57f097f1cf27e1c70d4479e96997eba180fdf8525904e8f6a47a19534a6e518b	evaluation/standards-effectiveness/verify-milestone-7-row-35-decomposition.sh	69	106	symbolic-numeric	>	1	NR > 1	78b295d5b49264d668d888fe1d8d26570fb3c458433186463a38a6905a55d721	"dependency_count=""$(awk -F '\t' 'NR > 1 { n++ } END { print n+0 }' ""$A"")"" consumer_count=""$(awk -F '\t' 'NR > 1 { n++ } END { print n+0 }' ""$M"")"""
numeric-a639958750c7f41da7330816ca4020defff0bc008b684796065b5f2289892cbe	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	13	16	symbolic-numeric	==	36	$1 == 36	c05bdc655e087f3bce5098ab546fe55235fff1e291584d53ea6f646ce822f721	"  awk -F '\t' '$1 == 36 { n=split($3,a,"",""); for(i=1;i<=n;i++) print a[i] }' ""$O"" | sort"
numeric-3ed8abce2f4f6ba4a7c641b6a7110f8ec0b3d1b741810904a2a198f739018e5d	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	16	20	symbolic-numeric	==	36	$1 == 36	4418ca7db1246fa40529e9640ddbf93da05fa9b8195dde07bd02c18d47041c1a	"[[ ""$(awk -F '\t' '$1 == 36 { n++ } END { print n+0 }' ""$O"")"" -eq 4 ]]"
numeric-93e9c1f72a9077fc8fd29ecc3679c47bff61e5af654718531a7024fade2728ba	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	16	59	shell-numeric	-eq	4	""")"" -eq 4"	4418ca7db1246fa40529e9640ddbf93da05fa9b8195dde07bd02c18d47041c1a	"[[ ""$(awk -F '\t' '$1 == 36 { n++ } END { print n+0 }' ""$O"")"" -eq 4 ]]"
numeric-4e6815a4d0c095ae15d33c98abab7778124dafca0ffa0acebf4d93b3d1af5b4a	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	17	20	symbolic-numeric	==	36	$1 == 36	8bda8c85d40ec72da2f8e1d88b5a0524bfac8676be3662560332e27bab856f74	"[[ ""$(awk -F '\t' '$1 == 36 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-8856835fc8843c5664477e912f09d12b4171520a9b6531c2e61ee87a3a961133	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	17	32	symbolic-numeric	!=	10	NF != 10	8bda8c85d40ec72da2f8e1d88b5a0524bfac8676be3662560332e27bab856f74	"[[ ""$(awk -F '\t' '$1 == 36 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-07fcce7294a0dd6b91ab58479e26140adf78fabd16ad168c27fd6f17e127ddab	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	17	71	shell-numeric	-eq	0	""")"" -eq 0"	8bda8c85d40ec72da2f8e1d88b5a0524bfac8676be3662560332e27bab856f74	"[[ ""$(awk -F '\t' '$1 == 36 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-8ccfd99e661bb846b9cce4995f27bea14711dbd5654113788019142883feefe9	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	18	20	symbolic-numeric	==	36	$1 == 36	c66904af093cdd5514a2c2f9b28b6124729595dcafbcc10c7a6c05f8f4c4392a	"[[ ""$(awk -F '\t' '$1 == 36 && $2 == 1 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'reference/patterns/architecture.md\texists\towner-review\tfocused\tmissing-to-exists' ]]"
numeric-4937c703a82324ef4d2a5236f6b3365f684a5f7e576db903046133f4c0094502	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	18	32	symbolic-numeric	==	1	$2 == 1	c66904af093cdd5514a2c2f9b28b6124729595dcafbcc10c7a6c05f8f4c4392a	"[[ ""$(awk -F '\t' '$1 == 36 && $2 == 1 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'reference/patterns/architecture.md\texists\towner-review\tfocused\tmissing-to-exists' ]]"
numeric-180adcacf1f18d1ba27206143f913a17262c00e37b8c6004858f80853e6d2339	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	19	20	symbolic-numeric	==	36	$1 == 36	b75be0eb87a90f253e424202f6dfcd23512a09ad91ec04d9d0522de428b18b3c	"[[ ""$(awk -F '\t' '$1 == 36 && $2 > 1 && ($5 != ""topics/architecture.md"" || $6 != ""exists"" || $7 != ""pre-slice-review"" || $8 != ""focused"" || $10 != ""none"") { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-38d30b426ad7a383ad3edf73fb4423affe6eb61c0ef4c7e52abc2d5170494413	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	19	32	symbolic-numeric	>	1	$2 > 1	b75be0eb87a90f253e424202f6dfcd23512a09ad91ec04d9d0522de428b18b3c	"[[ ""$(awk -F '\t' '$1 == 36 && $2 > 1 && ($5 != ""topics/architecture.md"" || $6 != ""exists"" || $7 != ""pre-slice-review"" || $8 != ""focused"" || $10 != ""none"") { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-66dae31026d5cfff002e9b1537ff181e8e74ce9dd3b2a778d9aec5ca2a938735	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	19	187	shell-numeric	-eq	0	""")"" -eq 0"	b75be0eb87a90f253e424202f6dfcd23512a09ad91ec04d9d0522de428b18b3c	"[[ ""$(awk -F '\t' '$1 == 36 && $2 > 1 && ($5 != ""topics/architecture.md"" || $6 != ""exists"" || $7 != ""pre-slice-review"" || $8 != ""focused"" || $10 != ""none"") { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-3a7f69094bd905bdded5eb45b00965d0991f97eb47bb6f53a52600dd7133abde	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	21	39	symbolic-numeric	>	1	NR > 1	45645ff07f8911e6eeea31c900e6dd7bb8243cceffd3c246a5ef676de948031b	"mapfile -t validated < <(awk -F '\t' 'NR > 1 { print $1 }' ""$V"")"
numeric-01ee5781918dc94c3c79dc223a5e4fcc197cf0c929416e134578715166e0671b	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	23	20	symbolic-numeric	>	1	NR > 1	ea27ca30381fd08e288090ec1e112c820a6815c2c15e048c2381e8de217bbbec	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 5 { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-2a3959aecc99eedf360aab4933fbe0c71f2de62e51db0543b6a863bcb576b744	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	23	30	symbolic-numeric	!=	5	NF != 5	ea27ca30381fd08e288090ec1e112c820a6815c2c15e048c2381e8de217bbbec	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 5 { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-5838a3ca023723edfe948eafbc7610bae60ae51178cbe76931afbfa955c163f2	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	23	68	shell-numeric	-eq	0	""")"" -eq 0"	ea27ca30381fd08e288090ec1e112c820a6815c2c15e048c2381e8de217bbbec	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 5 { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-7dbb39ce24666dc18a2e5545213bb97cdfca6441c574dd2d1b8db485ffea808d	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	24	20	symbolic-numeric	>	1	NR > 1	cfdea2a15d75526c4f42fa73e5663589960cb680396dbaf9a2bc85c437145df1	"[[ ""$(awk -F '\t' 'NR > 1 && $2 != ""topics/architecture.md"" && $2 != ""reference/patterns/architecture.md"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-3d09a45b54b706fc6d58681bbbc44e2e1e656be78a64d262700e14db030a5a77	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	24	137	shell-numeric	-eq	0	""")"" -eq 0"	cfdea2a15d75526c4f42fa73e5663589960cb680396dbaf9a2bc85c437145df1	"[[ ""$(awk -F '\t' 'NR > 1 && $2 != ""topics/architecture.md"" && $2 != ""reference/patterns/architecture.md"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-a6c51f29a6ac6cffd5c03cc6a9b12fd2897cd8b05e32b50bf873c04598bf3a4d	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	25	20	symbolic-numeric	>	1	NR > 1	1490acd512ff01da91dced14be7ec20bc5cf66c63e43543a135f6f0a20c4c2ff	"[[ ""$(awk -F '\t' 'NR > 1 && $3 != ""index"" && $3 != ""split"" && $3 != ""move"" && $3 != ""merge-duplicate"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-7b84bf68ce132503a911ddf0ab2bb01f3959a86d473ff5a1cd1ff65deb39ff54	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	25	134	shell-numeric	-eq	0	""")"" -eq 0"	1490acd512ff01da91dced14be7ec20bc5cf66c63e43543a135f6f0a20c4c2ff	"[[ ""$(awk -F '\t' 'NR > 1 && $3 != ""index"" && $3 != ""split"" && $3 != ""move"" && $3 != ""merge-duplicate"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-8cca62cfb1b4a30ffb94c7d58b1d902b6762171ebc28905e699eb84e22cc9e89	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	38	20	symbolic-numeric	==	36	$1 == 36	2b36dc29dde070fd9027a77dc84d73b6efcdbc3ea6716c728bf171f054b800fb	"[[ ""$(awk -F '\t' '$1 == 36 { print $6 FS $7 FS $8 }' ""$S/milestone-7-execution-train.tsv"")"" == $'reference/patterns/architecture.md\tmissing\towner-review' ]]"
numeric-9da00a39bb62e959224df9507d9e25b00c1367303384eab892449f7e2b92ddab	evaluation/standards-effectiveness/verify-milestone-7-row-36-decomposition.sh	39	20	symbolic-numeric	==	36	$1 == 36	e579dc467476199d8701743cf74aa4447095a69e28b7e0e6e7cd598c922f425c	"[[ ""$(awk -F '\t' '$1 == 36 { print $2 FS $4 FS $8 }' ""$S/milestone-7-accelerated-packages.tsv"")"" == $'P30\treference/patterns/architecture.md\tfull-suite' ]]"
numeric-3ad163315fc29eedaea7b7e71117631d58a30e2f792d0c67239152bde4ade207	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	13	16	symbolic-numeric	==	37	$1 == 37	8043bb24c9a9dd267bccb6e8a6f998ddc20c21bf603d6aea5c8d019b8cd211e4	"  awk -F '\t' '$1 == 37 { n=split($3,a,"",""); for(i=1;i<=n;i++) print a[i] }' ""$O"" | sort"
numeric-72b3ae36bf2a5d880660da56c9b9d16ecb4ff2c5d7d320b0514c7a04613f39a5	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	16	20	symbolic-numeric	==	37	$1 == 37	c5e38aac611cc899d5998f4de8905b88d9b639a19f26eab8036309426cf8233c	"[[ ""$(awk -F '\t' '$1 == 37 { n++ } END { print n+0 }' ""$O"")"" -eq 4 ]]"
numeric-5a4033594cb8828c961512fd49c8f13e118de1e07b0d42ef9843de2ed1f8abb3	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	16	59	shell-numeric	-eq	4	""")"" -eq 4"	c5e38aac611cc899d5998f4de8905b88d9b639a19f26eab8036309426cf8233c	"[[ ""$(awk -F '\t' '$1 == 37 { n++ } END { print n+0 }' ""$O"")"" -eq 4 ]]"
numeric-6abf8677cbdf40cc68cc1d069b82c200ad080158b14193ad3ade7f78d1b91d9b	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	17	20	symbolic-numeric	==	37	$1 == 37	3a1473ea7b74dac401eb12532ec9f27244ba8d9dcd888ed066dbe3341cc862ec	"[[ ""$(awk -F '\t' '$1 == 37 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-0386692a698c889fa6d200a266e3fac09344ae84dcf52e7f0cfc6b71237abdbf	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	17	32	symbolic-numeric	!=	10	NF != 10	3a1473ea7b74dac401eb12532ec9f27244ba8d9dcd888ed066dbe3341cc862ec	"[[ ""$(awk -F '\t' '$1 == 37 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-8f6c299996450988bd99e49de1c486671bfd53287b98e77f5312ed4d2f6150a7	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	17	71	shell-numeric	-eq	0	""")"" -eq 0"	3a1473ea7b74dac401eb12532ec9f27244ba8d9dcd888ed066dbe3341cc862ec	"[[ ""$(awk -F '\t' '$1 == 37 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-5bc208527da56a3282eaed28b4f0f2160c3f28101a6ebb4a6251c4801d5ec2a1	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	18	20	symbolic-numeric	==	37	$1 == 37	b74e336c3ed3816f04e2d0452400a92c2066e989c5cc72bf6cc85e17c0ef01f7	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 1 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'topics/architecture.md\texists\towner-review\tfocused\tnone' ]]"
numeric-7b40b7e5b60309a8cd796e8ae5ffac1c083fc315e230fb526e4309f2a877c010	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	18	32	symbolic-numeric	==	1	$2 == 1	b74e336c3ed3816f04e2d0452400a92c2066e989c5cc72bf6cc85e17c0ef01f7	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 1 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'topics/architecture.md\texists\towner-review\tfocused\tnone' ]]"
numeric-700689f542f9f836df0704de6440bdf19b5c51acb1af0e29e8ef28a63458b47c	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	19	20	symbolic-numeric	==	37	$1 == 37	964d416b54157aa417adb65eb3140124be3737ea955844591d9c60f65e2a544a	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 2 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'topics/resilience.md\texists\tpre-slice-review\tfocused\tnone' ]]"
numeric-b51d36848885dac0bd2d1cd73719d1b77c0b0908de5b08dfa1e1197d287c019e	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	19	32	symbolic-numeric	==	2	$2 == 2	964d416b54157aa417adb65eb3140124be3737ea955844591d9c60f65e2a544a	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 2 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'topics/resilience.md\texists\tpre-slice-review\tfocused\tnone' ]]"
numeric-677f635701a53f1be19441de949d5ae61c2c88204dffc273a82d2a0c9ad2ef6a	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	20	20	symbolic-numeric	==	37	$1 == 37	53750e0e63547b18ca343edfee135b3b06a80ada930deb473357fb7932eae424	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 3 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'profiles/applications/frontend.md\texists\tpre-slice-review\tfocused\tnone' ]]"
numeric-b9109dc5351ff1bd11794d8f14e14ca9beaa983aa5745049487e037cc88990e6	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	20	32	symbolic-numeric	==	3	$2 == 3	53750e0e63547b18ca343edfee135b3b06a80ada930deb473357fb7932eae424	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 3 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'profiles/applications/frontend.md\texists\tpre-slice-review\tfocused\tnone' ]]"
numeric-92beba010f424370d740c8cc09fc826873f63b7493630707c11228e85836ff68	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	21	20	symbolic-numeric	==	37	$1 == 37	a9c0b0a30ebeb14d3f6aa53664cf7547cfd6417b6926c5b2a0cb213a4e81e1e4	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 4 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'topics/architecture.md\texists\tfinal-closure\tfocused\tnone' ]]"
numeric-6e00e64f86bd7cc29a429757f3f6e3ceb7b08c5c2b9ff8de0879d32bc2d9a5e8	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	21	32	symbolic-numeric	==	4	$2 == 4	a9c0b0a30ebeb14d3f6aa53664cf7547cfd6417b6926c5b2a0cb213a4e81e1e4	"[[ ""$(awk -F '\t' '$1 == 37 && $2 == 4 { print $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'topics/architecture.md\texists\tfinal-closure\tfocused\tnone' ]]"
numeric-5bd7939a87682141162ce930cdec83271a541f974c593285d18b13734138b7e9	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	23	39	symbolic-numeric	>	1	NR > 1	45645ff07f8911e6eeea31c900e6dd7bb8243cceffd3c246a5ef676de948031b	"mapfile -t validated < <(awk -F '\t' 'NR > 1 { print $1 }' ""$V"")"
numeric-b9ccd8cfc168f5c86d812379b346a566a9a21491f646b2375f9f18b382cf4429	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	25	20	symbolic-numeric	>	1	NR > 1	ea27ca30381fd08e288090ec1e112c820a6815c2c15e048c2381e8de217bbbec	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 5 { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-afb21b597999023f2c94b9a6f549eb13706870dd4049272aca8588e81f3aca87	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	25	30	symbolic-numeric	!=	5	NF != 5	ea27ca30381fd08e288090ec1e112c820a6815c2c15e048c2381e8de217bbbec	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 5 { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-3ab5fd1d47722879fea27643e60e38c1fed87906fcb85bb6678f75a1f3b73b7e	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	25	68	shell-numeric	-eq	0	""")"" -eq 0"	ea27ca30381fd08e288090ec1e112c820a6815c2c15e048c2381e8de217bbbec	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 5 { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-0183d6d9c54df501da2ba80e4ee16b6e89a295d0ef419a91ca3eeb4e601461c6	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	26	20	symbolic-numeric	>	1	NR > 1	3edb9c783f8101445f195134c17419e938a03b31e722e0531c23ba7724da1b1c	"[[ ""$(awk -F '\t' 'NR > 1 && $2 != ""topics/architecture.md"" && $2 != ""reference/patterns/architecture.md"" && $2 != ""topics/resilience.md"" && $2 != ""profiles/applications/frontend.md"" && $2 != ""reference/recipes/frontend.md"" && $2 != ""workflows/verification.md"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-dfc2df059550ccd42f0576fb0214e9b705cf4f56d11bf0b1656849677b9eb526	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	26	292	shell-numeric	-eq	0	""")"" -eq 0"	3edb9c783f8101445f195134c17419e938a03b31e722e0531c23ba7724da1b1c	"[[ ""$(awk -F '\t' 'NR > 1 && $2 != ""topics/architecture.md"" && $2 != ""reference/patterns/architecture.md"" && $2 != ""topics/resilience.md"" && $2 != ""profiles/applications/frontend.md"" && $2 != ""reference/recipes/frontend.md"" && $2 != ""workflows/verification.md"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-c38a033e957d1529350dd5367b2d38c47a46876739a77f89a9b436a257f9295d	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	27	20	symbolic-numeric	>	1	NR > 1	1490acd512ff01da91dced14be7ec20bc5cf66c63e43543a135f6f0a20c4c2ff	"[[ ""$(awk -F '\t' 'NR > 1 && $3 != ""index"" && $3 != ""split"" && $3 != ""move"" && $3 != ""merge-duplicate"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-e3ee892b3836e7d8165fccc0be87a2cfa5a5bfe91532233c3edecb5bbd3c21e7	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	27	134	shell-numeric	-eq	0	""")"" -eq 0"	1490acd512ff01da91dced14be7ec20bc5cf66c63e43543a135f6f0a20c4c2ff	"[[ ""$(awk -F '\t' 'NR > 1 && $3 != ""index"" && $3 != ""split"" && $3 != ""move"" && $3 != ""merge-duplicate"" { n++ } END { print n+0 }' ""$V"")"" -eq 0 ]]"
numeric-4aaf5eb9fb4b13a9ce150de4f55e0743810e6c399e7b6caa12993bf87a5c156a	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	39	20	symbolic-numeric	==	37	$1 == 37	c0d2cb280d1fb5ef814a3a732eb8b659b98dce4ac96ea2f8faf95992e96834cc	"[[ ""$(awk -F '\t' '$1 == 37 { print $6 FS $7 FS $8 }' ""$S/milestone-7-execution-train.tsv"")"" == $'reference/patterns/architecture.md\tmissing\towner-review' ]]"
numeric-d23b6f4cf6675dbf3c92775815ac58335563533ed38e3f17e07d2bbaad60c8c0	evaluation/standards-effectiveness/verify-milestone-7-row-37-decomposition.sh	40	20	symbolic-numeric	==	37	$1 == 37	baf0fab7393d7f0615e6c93fd1f790a2312af7430e008ecec91e54294a144586	"[[ ""$(awk -F '\t' '$1 == 37 { print $2 FS $4 FS $8 }' ""$S/milestone-7-accelerated-packages.tsv"")"" == $'P30\treference/patterns/architecture.md\tfull-suite' ]]"
numeric-a064e6e024805f7d6748795892f359f234643b4adf8fa334bf33bdc5a057868a	evaluation/standards-effectiveness/verify-milestone-7-row-38-decomposition.sh	11	20	symbolic-numeric	==	38	$1 == 38	3969e542fb2c9147321f797ac4908fdf2a79da6b6bd417239ff9cc95903d3065	"[[ ""$(awk -F '\t' '$1 == 38 { print $3 FS $4 FS $5 FS $6 FS $7 FS $8 FS $10 }' ""$O"")"" == $'STD-0088\tARCHITECTURE-PATTERNS.md\tworkflows/documentation.md\texists\tpre-slice-review\tfocused\tnone' ]]"
numeric-24cca939b37a17b18f263d6036ee222f8e0aea0fc9da5e45154d104d86c5e359	evaluation/standards-effectiveness/verify-milestone-7-row-38-decomposition.sh	12	20	symbolic-numeric	==	38	$1 == 38	d28758817bf0e1a52e93f345edf6565991b5a77f9040efda6c478d1d11b21090	"[[ ""$(awk -F '\t' '$1 == 38 { n++ } END { print n+0 }' ""$O"")"" -eq 1 ]]"
numeric-4235ff52eabcd580a40d183475060afdedc68b8a8d9bab6ef1a4cfae697e6977	evaluation/standards-effectiveness/verify-milestone-7-row-38-decomposition.sh	12	59	shell-numeric	-eq	1	""")"" -eq 1"	d28758817bf0e1a52e93f345edf6565991b5a77f9040efda6c478d1d11b21090	"[[ ""$(awk -F '\t' '$1 == 38 { n++ } END { print n+0 }' ""$O"")"" -eq 1 ]]"
numeric-a57481299d9ecd398a10dedb4291f02d681d49f72d61da09a34c2c5ecc3edeb2	evaluation/standards-effectiveness/verify-milestone-7-row-38-decomposition.sh	13	20	symbolic-numeric	==	38	$1 == 38	788a94a5f453d3425e4f7fcf298cbd933b4c640306cf460f8795bc6ade297845	"[[ ""$(awk -F '\t' '$1 == 38 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
numeric-7766b7ec3774fafadf3cd59ca8c700dc452a21c5aaff4c9cf9eb3fdf03641787	evaluation/standards-effectiveness/verify-milestone-7-row-38-decomposition.sh	13	32	symbolic-numeric	!=	10	NF != 10	788a94a5f453d3425e4f7fcf298cbd933b4c640306cf460f8795bc6ade297845	"[[ ""$(awk -F '\t' '$1 == 38 && NF != 10 { n++ } END { print n+0 }' ""$O"")"" -eq 0 ]]"
