accepted_source	accepted_relation	accepted_consumer	accepted_declaration_source	accepted_fingerprint	proposed_source	proposed_relation	proposed_consumer	proposed_declaration_source	proposed_fingerprint	disposition
topic.contracts.version-scope-and-invalidation	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:bdb80cbcfca4d51a82723bbafc232fcfde8ea7d2b74c6a6dc3ab06dc877013c6	topic.contracts.version-scope-and-invalidation	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:bdb80cbcfca4d51a82723bbafc232fcfde8ea7d2b74c6a6dc3ab06dc877013c6	retain
topic.contracts.version-scope-and-invalidation	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:9cbc98f707bef6cf910d6de8dd32ab93d81dc5eb8c02aabe4eb73b2e2826790f	topic.contracts.version-scope-and-invalidation	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:9cbc98f707bef6cf910d6de8dd32ab93d81dc5eb8c02aabe4eb73b2e2826790f	retain
topic.contracts.version-scope-and-invalidation	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:40eb5abc1dc2073db6b2b338db058b2cf3dc4ea1eaf5f5d30da4e4c29fd5164c	topic.contracts.version-scope-and-invalidation	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:40eb5abc1dc2073db6b2b338db058b2cf3dc4ea1eaf5f5d30da4e4c29fd5164c	retain
					topic.cross-platform.filesystem-paths	documentation-projection	tools/standards_authority/README.md	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:80bceca422e7555358c69cd3d7e4df0ac79765635f8d046b8a23fbb60438cdb1	add
					topic.cross-platform.filesystem-paths	enforcement-suite-projection	immutable-authority-closure	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:bc73268d6866e4a306a1ae2ffbc87aa3eff87e71429d2a33193e960935b8ac88	add
					topic.cross-platform.filesystem-paths	fixture-projection	evaluation/standards-effectiveness/fixtures/architecture/a1b-authority/authority-platform-decisions.tsv	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:8ebd87edf681e81e2eb8926de43fd4cac242224bd5a578ee4313a806d433df1f	add
					topic.cross-platform.filesystem-paths	fixture-projection	tools/standards_authority/tests/test_platform.py	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:bd87c4a86e4e4b721b74987827f029d39a0894411f419d6655fc823a2a8e54f2	add
					topic.cross-platform.filesystem-paths	implementation-projection	tools/standards_authority/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:0ba9cc708287cbd8acd334cd0375fc86ba55887cd17cb3a03a380551b7c38828	add
					topic.cross-platform.filesystem-paths	implementation-projection	tools/standards_authority/standards_authority/repository.py	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:814dada73b6a329e7d040052b0e034b940c37ee180ace687e7f95c84699b01f4	add
					topic.cross-platform.filesystem-paths	implementation-projection	tools/standards_authority/standards_authority/snapshot.py	evaluation/standards-effectiveness/policy-impact/topic.cross-platform.toml	sha256:a1ba37244364fe354510db3bcda5a61083acb43837587f07baa82f0310a34a35	add
topic.dependencies.implementation-versus-dependency	enforcement-suite-projection	implementation-versus-dependency	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:632116d167cfec90e4ce27d0a153493b5d1955ecd9ce6615a8d9114b1a8f39a8	topic.dependencies.implementation-versus-dependency	enforcement-suite-projection	implementation-versus-dependency	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:632116d167cfec90e4ce27d0a153493b5d1955ecd9ce6615a8d9114b1a8f39a8	retain
topic.dependencies.implementation-versus-dependency	fixture-projection	evaluation/standards-effectiveness/fixtures/dependencies/implementation-versus-dependency-decisions.tsv	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:b6eddc70f6a1e657397f95a08fb1fb768f23b4632a758f34373b8c507e3cb670	topic.dependencies.implementation-versus-dependency	fixture-projection	evaluation/standards-effectiveness/fixtures/dependencies/implementation-versus-dependency-decisions.tsv	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:b6eddc70f6a1e657397f95a08fb1fb768f23b4632a758f34373b8c507e3cb670	retain
topic.dependencies.implementation-versus-dependency	normative-consumer	profile.boundary.generated-contract	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:3446644d31e445c0c7112fd70cce6f1bfaeaaa1476707564dac930e54aeff8a3	topic.dependencies.implementation-versus-dependency	normative-consumer	profile.boundary.generated-contract	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:3446644d31e445c0c7112fd70cce6f1bfaeaaa1476707564dac930e54aeff8a3	retain
topic.dependencies.implementation-versus-dependency	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:148428e48fac8e85681e4dc52862fa9704dbc6508ef396ca2fde2836696b0d11	topic.dependencies.implementation-versus-dependency	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:148428e48fac8e85681e4dc52862fa9704dbc6508ef396ca2fde2836696b0d11	retain
topic.dependencies.implementation-versus-dependency	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:6fd5e94a5661bd647df3cc53b3f7625409b6ea48f22ae0d668f36fe00df5e3c8	topic.dependencies.implementation-versus-dependency	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:6fd5e94a5661bd647df3cc53b3f7625409b6ea48f22ae0d668f36fe00df5e3c8	retain
topic.dependencies.implementation-versus-dependency	router-projection	router	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:f20909b37f4f52f184749b273140f86e3daf7f57296337f9bc78e37acace49bc	topic.dependencies.implementation-versus-dependency	router-projection	router	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:f20909b37f4f52f184749b273140f86e3daf7f57296337f9bc78e37acace49bc	retain
					topic.dependencies.requirement-and-ownership	enforcement-suite-projection	a1b-public-cutover	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:f31e453a1b5d23cf0409997a9b5b7a50c451d7a413a759db352ac1bed2b5dde7	add
					topic.dependencies.requirement-and-ownership	fixture-projection	evaluation/standards-effectiveness/fixtures/contracts/a1b/python-package-imports.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:0383711f279487b1094cba4171b35958870fc4752f5ab113f45731c85e81cb35	add
					topic.dependencies.requirement-and-ownership	fixture-projection	evaluation/standards-effectiveness/fixtures/policy-impact/a1b/missing-admitted-source.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:4eaa5fad814d41780304a77b6a94e36271409d024b04a7e44bc5a311e33d34c9	add
					topic.dependencies.requirement-and-ownership	fixture-projection	evaluation/standards-effectiveness/fixtures/policy-impact/a1b/relationship-migration.tsv	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:7418922e1f3a20bf5cd3f62f76ae7485a272a9b3b8467e1005dd2481bfe5825b	add
					topic.dependencies.requirement-and-ownership	fixture-projection	tools/standards_verifier/tests/test_python_package_contract.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:16b44d1d432ece51df03821a9f3b393a30af00504c313f933c2b1b5e4bb5c97b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/graph_engine/graph_engine/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:14f02fbc48d7b20b5235a7589c6abba8c55f43d8f6ea7ba6ea66db4b0153db0f	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/graph_engine/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:736cb0f4556d3b3310a8506c045c7888cfa567f70fae0574e23b07f86f42a41b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/query_edges.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:3dfc2e6ac061116534896e40854589b54667b2160ed675ca72d9d2e6999d7c51	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_analysis/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:e9b9d1f67b813ef65a4945dfba961c5cf92d58d4f35fa39c37e4108eeee91bdc	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_analysis/standards_analysis/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5eb5721b8abf5eee4b2bb88dd0aac6a62eff44b71d5ba26144f0668f1b1ae3b2	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_analysis/standards_analysis/suite_inputs.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5afdc4c7d46398b2ab4aed32ead7a56ed81987ebee0f5d41b0e77f47a6f2588e	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_applicability/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:63668d4a2ff875dfbc5a4a72bf29c419259137f2e9b1442ede941485b8f4c2b1	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_applicability/standards_applicability/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:b403df3f28c68ed2bb5d2f649570d065c36b4059fb9d81514d242dbffd3b286b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_authority/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:d7536c94a06292c4cf8dd97647f4d0aeef297c4a9e88bfa0a3b1fd2a8ed1b95b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_authority/standards_authority/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:f743a7975169074f5015ce4411bfd3a86678ebe974486878b9e1de8f0a31f07d	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_contracts/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:2d9ccc02424f81e3d46e9e54f1e6e709c78471dec4254cc43030317f8362a763	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_contracts/standards_contracts/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:44ada9ad617b05ac1179d211861933e9ea145c2a12f29ba2169b63725e6f5a32	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_contracts/standards_contracts/projection.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:ddb56a18fb4f829563615003807b373d15754060489244a064f3fdf92ce0890a	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_engine/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:d623a3d67a66e39fa1dc98f8b0acb15efd62efd02413b56ed9df79730eb76d04	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_engine/standards_engine/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:73930ac2bad66145bc00cb7bf25a6869edf0106da0f576dc7e397582c88b27ac	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_graph/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:1e802d379f93e48ee4c1c2f270a45f80d2be688d10181ffbb5a5ac549f6b2d77	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_graph/standards_graph/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:33d6f5ba0302d384b59848ce986a2bca93f98347935071d1f987737c8bc91fda	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_identity/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:42cea898c88fd361d21303d688c3d2e845afe8f101f46dbbe95275fffaf7143b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_identity/standards_identity/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:ee491ce39dd74ba0bbad1766454e4eb6cd881aca39841ddee9b205451a2288b3	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_metadata/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:77cc5a832951a7b6ea6e3c3083e9745280080993fee5d5c2ddc5828834686ae3	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_metadata/standards_metadata/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:ed908c5c71abd5e34165f1475d78cce9a88459b8c15639c50245ada8f6c77f77	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_policy_impact/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5c5304c807bb765749c9d86c5740f246a9a0d442f7ca62103abf69052da7c780	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_policy_impact/standards_policy_impact/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5e37424d302267c6d4a3c40ef6f80c844244e271662da08deb359ef854db49cd	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/generate_inventory.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:1b5a99f780d21f309a8339eee79cf78412175b5490f712d7d414e2ec8dc624f8	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/generate_numeric_audit.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5666f66b1f9ec7fee899a07c671ac88784da320780d5f2f2ffda4a8c2f8c0aa0	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/generate_numeric_retirements.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:e05bdfb11a79bf4de7a1ba7fc714ae9905b12f3cef7ddfbb814f836d8fd922c8	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/pyproject.toml	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:71da77435e71d24f823b1982c9e76de4efe981755fa56c992da5ffa4b62b2f9d	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:dabcc0c8df7fdd625c9c2365f6cba9136d5fad76a81110c771a232bd315dc580	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/policy_impact_migration.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:92e79b32576377cf24db80716f7ac345426816ee7d6af329770cadb2add4351d	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/python_package_contract.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:e9298f74c426bc7d80296605265d035c3204ac1c4806489a5c0f7e947290a6c2	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/entrypoints.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:8f3f1639c35e0ccca5c1deb316b83bbf9b3432755c1ccfc8d3291db1a01ebf74	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/policy_impact.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:3e3924aaa56718d26482d7570a6a0cacb2c4ff09a7aba52ee5593fb7f4850722	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/python_packages.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5c8af910fcc07ae3ef548811f18d56220dccc2677cd0d47f8f529599ea467f53	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/verify.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:c05e72da358da8b525e7a5f8611eb6a2378a54b8d3ddb532de5a622bf315c3e5	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/verify_git_reachability.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:89f7c83514951b5c2810d64e75515a65ddd1cf879a734901ec13ac99ae0dc0d4	add
					topic.security.filesystem-containment	enforcement-suite-projection	immutable-authority-closure	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:724bfef72db494d53b3549b9fbfac01210d216816f0a3d272800b03a3815806f	add
					topic.security.filesystem-containment	fixture-projection	evaluation/standards-effectiveness/fixtures/architecture/a1b-authority/authority-platform-decisions.tsv	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:b8b0b27475b21630e2556bc5fc610c811ddb1f1bbe87ed72d65f65b95ecca691	add
					topic.security.filesystem-containment	fixture-projection	tools/standards_authority/tests/test_capture.py	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:54c20e17da4f74204f8b81ba02216246526f7e89fd219c5aea21be27a491c066	add
					topic.security.filesystem-containment	fixture-projection	tools/standards_authority/tests/test_platform.py	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:ebf71199aa3ad0f91eff415d9a0e027ba9e2683fda74ed79518b97667b2fdcf4	add
					topic.security.filesystem-containment	fixture-projection	tools/standards_authority/tests/test_repository.py	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:9bc1ff8b077b433eeddd786b9bac1aeba1655774d780f53634564f6d8d0f54a7	add
					topic.security.filesystem-containment	implementation-projection	tools/standards_authority/standards_authority/capture.py	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:c1c090b1aa05c9991073bd122a254c40d86191f5cdce84941cfe137272bb801c	add
					topic.security.filesystem-containment	implementation-projection	tools/standards_authority/standards_authority/repository.py	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:4ed301c547203d57b0b4db7645bd29b8b8209ea6c48d6803ee646e35a44f698c	add
					topic.security.filesystem-containment	implementation-projection	tools/standards_authority/standards_authority/snapshot.py	evaluation/standards-effectiveness/policy-impact/topic.security.toml	sha256:3e7f37a4a74caa53a7576160e49e91cd8693e864711e095efd57234a94e68335	add
workflow.commit.branch-context	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:e27d2c3bdc2134899e370b913bd8893caed6cff39356bfd7c89236d9adf2ffc3	workflow.commit.branch-context	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:e27d2c3bdc2134899e370b913bd8893caed6cff39356bfd7c89236d9adf2ffc3	retain
workflow.commit.branch-context	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:fa76d0dfeac473f8424f98e3156371cec60f3101a59a016aac85a5ab25e79857	workflow.commit.branch-context	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:fa76d0dfeac473f8424f98e3156371cec60f3101a59a016aac85a5ab25e79857	retain
workflow.commit.branch-context	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:c676ad0411881ddff503ea74125c6eb878f3de005ffa4f0194430ce552f62c09	workflow.commit.branch-context	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:c676ad0411881ddff503ea74125c6eb878f3de005ffa4f0194430ce552f62c09	retain
workflow.commit.branch-history-review	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:71a249a828cac8fcb16ea289914fa24f3860548febb53575508b3b77166b6595	workflow.commit.branch-history-review	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:71a249a828cac8fcb16ea289914fa24f3860548febb53575508b3b77166b6595	retain
workflow.commit.branch-history-review	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:9b6ab01943fb516967fbfdc8b31372c16c64426875c2c1c926c86802450d04a4	workflow.commit.branch-history-review	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:9b6ab01943fb516967fbfdc8b31372c16c64426875c2c1c926c86802450d04a4	retain
workflow.commit.branch-history-review	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:87291c08cc0f1b35769a4a9972972b29d41ee5d8386ff029b6a4cf978c032b32	workflow.commit.branch-history-review	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:87291c08cc0f1b35769a4a9972972b29d41ee5d8386ff029b6a4cf978c032b32	retain
workflow.commit.cherry-pick-lineage	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:e72076faffac8985be2e3d28d487395d90539353480c835ad6f97a330d7b8a38	workflow.commit.cherry-pick-lineage	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:e72076faffac8985be2e3d28d487395d90539353480c835ad6f97a330d7b8a38	retain
workflow.commit.cherry-pick-lineage	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:9411ee3ad87f82e3ce7f475de7a50c1708922fc2d1bd8accbfaebed1cb2ea7ca	workflow.commit.cherry-pick-lineage	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:9411ee3ad87f82e3ce7f475de7a50c1708922fc2d1bd8accbfaebed1cb2ea7ca	retain
workflow.commit.cherry-pick-lineage	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:a59640812226a3212ac771b714bc3e3d2ecacfbacebac659837e9c2ff228f258	workflow.commit.cherry-pick-lineage	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:a59640812226a3212ac771b714bc3e3d2ecacfbacebac659837e9c2ff228f258	retain
workflow.commit.cherry-pick-lineage	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:294bf535592b989dae0def2a52d1c71ef481beebc6684267faa6506b6c1a0d59	workflow.commit.cherry-pick-lineage	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:294bf535592b989dae0def2a52d1c71ef481beebc6684267faa6506b6c1a0d59	retain
workflow.commit.commit-message	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:3c9db470e09650182cdc222f2732f357f762f6d70ac5d2f9f4813d8ac4378de6	workflow.commit.commit-message	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:3c9db470e09650182cdc222f2732f357f762f6d70ac5d2f9f4813d8ac4378de6	retain
workflow.commit.hook-bypass-authority	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f98aec17a129c87cfc3849bbd290514fbb2fc17fbaf16b747d179a7498209b36	workflow.commit.hook-bypass-authority	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f98aec17a129c87cfc3849bbd290514fbb2fc17fbaf16b747d179a7498209b36	retain
workflow.commit.hook-bypass-authority	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/hook-bypass.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d775eefd78235a58fae42b7b07127e7cc459bde00d0db144bfc4f16af9624dea	workflow.commit.hook-bypass-authority	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/hook-bypass.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d775eefd78235a58fae42b7b07127e7cc459bde00d0db144bfc4f16af9624dea	retain
workflow.commit.hook-bypass-authority	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:292d1c4733ea7220f844f910d6a7969c0ba7cdc0141d09a3d26bc35a9dc23037	workflow.commit.hook-bypass-authority	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:292d1c4733ea7220f844f910d6a7969c0ba7cdc0141d09a3d26bc35a9dc23037	retain
workflow.commit.integration-mechanisms	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:6574630e6a90420d7c56625953d2b22325038379696e726f64bb6262062ad84b	workflow.commit.integration-mechanisms	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:6574630e6a90420d7c56625953d2b22325038379696e726f64bb6262062ad84b	retain
workflow.commit.integration-mechanisms	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ff4c3e4c6732b6adfdfdcfd297dbbf3544d2be8c56e51a5a5e54b5010142d670	workflow.commit.integration-mechanisms	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ff4c3e4c6732b6adfdfdcfd297dbbf3544d2be8c56e51a5a5e54b5010142d670	retain
workflow.commit.integration-mechanisms	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:52efbc6f0afe8e537fb6c0d2908ea2c1bf0fd6c2dbf11f6b01d9cae9d3157926	workflow.commit.integration-mechanisms	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:52efbc6f0afe8e537fb6c0d2908ea2c1bf0fd6c2dbf11f6b01d9cae9d3157926	retain
workflow.commit.integration-mechanisms	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f6cfa26d92a0f53df13fa25599c7588c08a8525d72e29942a4e413e3ba9aa455	workflow.commit.integration-mechanisms	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f6cfa26d92a0f53df13fa25599c7588c08a8525d72e29942a4e413e3ba9aa455	retain
workflow.commit.integration-mechanisms	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d3f14a6317b8361c24f88e9c2d4732a913c9b759ed9b58ddf2c4efd5c09d0163	workflow.commit.integration-mechanisms	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d3f14a6317b8361c24f88e9c2d4732a913c9b759ed9b58ddf2c4efd5c09d0163	retain
workflow.commit.integration-mechanisms	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:0b63889e80dea56aa42906790bd8a1f61ae3e38a5009f4fe6bf5f76b6f44bf52	workflow.commit.integration-mechanisms	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:0b63889e80dea56aa42906790bd8a1f61ae3e38a5009f4fe6bf5f76b6f44bf52	retain
